Date,Permit Number,Permit Type,Usage,Description,Address,Status
2019-07-17,191756,Express Permit,Residential Solar Array,Roof mount solar array. 15 modules with 1 inverter. 4.575kWIncludes 2 inspections.,"16155 TINA CT, Grass Valley CA 95949",Finaled
2019-07-17,191759,Express Permit,Residential Solar Array,Roof mount solar array. 30 modules with micro-inverters. 9.81kWIncludes 2 inspections.,"17433 TROY CT, Grass Valley CA 95949",Finaled
2019-07-17,191750,Full Review,Residential Solar Array,7.56 KW Ground mount solar installation of 24 solar panels. This permit includes 2 inspections. Additional inspection will be charged at the current rate. A final inspection is required.,"14824 VAN VLECK RANCH, Penn Valley CA 95946",Finaled
2019-07-16,191747,Express Permit,Residential Solar Array,"Roof mount solar on home 9.45 KW 30 modules 315 watts, 10000W inverter. De-rate 200Amp to 175Amp. Includes 2 inspections","23323 WESTERN CT, Auburn CA 95602",Finaled
2019-07-12,191731,Full Review,Residential Solar Array,"DIGITAL: INSTALL A 4.65 kW DC (STC) SYSTEM ON A 2 STORYSFD, CONCRETE W-TILE. 15 X MISSION SOLARMSE310SQ8T MODULES (UL1703) WITH 1SOLAREDGE STOREDGE SE3800A-US (UL1741)CENTRAL INVERTER. LG CHEM BATTERY STORAGE.THIS PERMIT INCLUDES 2 INSPECTIONS.","19489 CHAPARRAL CIR, Penn Valley CA 95946",Finaled
2019-07-11,191714,Express Permit,Residential Solar Array,Roof Mounted Solar Array 3.6kW with 10 modules on existing residence.This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"502 MAIN ST, Nevada City CA 95959",Finaled
2019-07-11,191715,Express Permit,Residential Solar Array,Roof Mounted Solar Array 4.32 kW with 12 modules on existing residence.This permit includes 2 inspections. Additional inspections to be paid at current rate. Final inspection reqired.,"11040 OAK CANYON DR, Penn Valley CA 95946",Finaled
2019-07-11,191713,Full Review,Residential Solar Array,DIGITAL: 6.5 KW roof mounted solar PV system. 21 modules with 1 inverter.System will be grid tied to the local utility company.Includes 2 inspections.,"18355 LAZY DOG ROAD, Nevada City CA 95959",Finaled
2019-07-10,191692,Express Permit,Residential Solar Array,Roof Mounted Solar Array 7.2kW with 20 modules for existing residence.This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"334 JORDAN ST, Nevada City CA 95959",Finaled
2019-07-10,191694,Express Permit,Residential Solar Array,Roof Mounted Solar Array 10.80kW with 30 modules on residence and attached garage.  Replace 200 amp electrical service.This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"10895 WOODCHUCK CT, Penn Valley CA 95946",Finaled
2019-07-10,191695,Over the Counter Permit,Residential Solar Array,"Roof mount solar PV system on home, 18.56Kw 58 modules 320w with 7600w inverter, line side tap.THIS PERMIT INCLUDES 2 INSPECTIONS.","25835 TABLE MEADOW ROAD, Auburn CA 95602",Finaled
2019-07-09,191673,Over the Counter Permit,Residential Solar Array,"Roof mount solar Pv system on home,8.555Kw 29 modules 295w with 7600w inverter and optimizers.8/5/19 Revised system to 9kw with 30 modules at 300w THIS PERMIT INCLUDES 2 INSPECTIONS.","13998 GOLD COUNTRY DR, Penn Valley CA 95946",Finaled
2019-07-08,191670,Express Permit,Residential Solar Array,Roof Mounted Solar Array 6.48 kW for existing residence with 18 modules. NC confirmed backflow preventer. No action required.This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"549 NORTH PINE ST, Nevada City CA 95959",Finaled
2019-07-08,191667,Full Review,Residential Solar Array,DIGITAL: Install of 9.3 KW roof mounted solar PV system. 30 modules with micro-inverters.Includes 2 inspections.,"11535 LIME KILN ROAD, Grass Valley CA 95949",Finaled
2019-07-03,191656,Express Permit,Residential Solar Array,Roof Mounted Solar Array 7.4kW for existing residence with (20) modules This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"19951 PENN VALLEY DR, Penn Valley CA 95946",Finaled
2019-07-03,191658,Over the Counter Permit,Residential Solar Array,"Roof mount solar Pv system on home, 11.22Kw 34 module 330w with 11,400w inverter. De-rate panel to 175amp.THIS PERMIT INCLUDES 2 INSPECTIONS.","17150 FRANCHI PL, Grass Valley CA 95949",Finaled
2019-07-02,191637,Express Permit,Residential Solar Array,Roof mount solar array. 26 modules with 1 inverter. 9.36kWIncludes 2 inspections.,"13907 CHRISTOPHER ROBIN WAY, Grass Valley CA 95945",Finaled
2019-07-02,191643,Full Review,Residential Solar Array,"DIGITAL: Roof mount Solar  PV on home, 8.19 KW26 modules 315w with micro-inverters.Includes 2 inspections.","17680 PENNY CT, Grass Valley CA 95949",Finaled
2019-07-01,191609,Express Permit,Residential Solar Array,Roof mount solar array. 43 modules with 1 inverter. 16.125kW8/6/19 Revised to change from main service upgrade to line side tap with 60amp disconnect for interconnection.Includes 2 inspections.,"14676 DEERHAVEN LANE, Nevada City CA 95959",Finaled
2019-07-01,191611,Express Permit,Residential Solar Array,Roof mount solar array. 31 modules with 1 inverter. 11.16kWAdd new generator transfer switch & receptacle for a portable gas generator.Includes 2 inspections.,"13072 SOMERSET DR, Grass Valley CA 95945",Finaled
2019-07-01,191615,Express Permit,Residential Solar Array,Roof mount solar array on a detached shop structure. 25 modules with 1 inverter. 8.125kW.Includes 2 inspections.,"14158 MAGNOLIA ROAD, Grass Valley CA 95949",Finaled
2019-06-28,191601,Express Permit,Residential Solar Array,Roof mount solar array. 17 modules with 1 inverter. 6.375 kWIncludes 2 inspections.,"15149 SUNNY HILL, Grass Valley CA 95949",Finaled
2019-06-26,191576,Express Permit,Residential Solar Array,Ground & roof mount solar array. 18 ground mounted modules & 8 roof mount modules on existing AG building with 1 inverter. 8.58kWBoundary line verification required for the Northwesterly property line.Includes 2 inspections.,"15737 CLOVER VALLEY ROAD, Grass Valley CA 95949",Finaled
2019-06-26,191581,Over the Counter Permit,Residential Solar Array,"Roof mount solar pv system on  home, 5.84Kw 16 module 365w with micro-inverters.THIS PERMIT INCLUDES 2 INSPECTIONS.","10595 DIXON ROAD, Grass Valley CA 95945",Finaled
2019-06-26,191580,Full Review,Residential Solar Array,Ground mount solar Pv system northeast of property. 6.120Kw 17 modules 360w with micro-inverters. Main panel is on Manufactured Homes.8/1/19 Revised to add subpanel at the array. THIS PERMIT INCLUDES 2 INSPECTIONS.,"13966 JEROME ROAD, Rough And Ready CA 95975",Finaled
2019-06-25,191554,Over the Counter Permit,Residential Solar Array,"Adding roof mount solar array to existing solar array, 10.290Kw total, 14 modules 375w with 7600w inverter.THIS PERMIT INCLUDES 2 INSPECTIONS.","10277 GOLD DR, Grass Valley CA 95945",Finaled
2019-06-25,191555,Express Permit,Residential Solar Array,Roof mount solar array. 20 modules with micro-inverters. 6.2kWIncludes 2 inspections.,"17139 SKY OAKS LANE, Grass Valley CA 95945",Finaled
2019-06-24,191537,Full Review,Residential Solar Array,DIGITAL: Roof Mounted PV solar system. 26 modules with 1 inverter.  8.19 KWIncludes 2 inspections.,"16883 SCOTT WAY, Grass Valley CA 95949",Finaled
2019-06-20,191517,Express Permit,Residential Solar Array,Roof mount solar array. 15 modules with micro-inverters. 5.4kW Includes 2 inspections.,"11327 CEDAR RIDGE DR, Grass Valley CA 95945",Finaled
2019-06-20,191524,Full Review,Residential Solar Array,"DIGITAL: New roof-mounted PV system: 10.725kw, 33 panels, 33 microinvters. no mpu. on comp roof.Upgrade electrical service to 225 amps.Includes 2 inspections.","12093 ROUGH AND READY HIGHWAY, Grass Valley CA 95945",Finaled
2019-06-20,191525,Full Review,Residential Solar Array,"New Ground-mount PV sys: 26kw,80 panels, 80 microinverters, no MPU. ironridge ground mount system.Includes 2 inspections.","14003 LAVA CAP MINE ROAD, Nevada City CA 95959",Void
2019-06-19,191508,Express Permit,Residential Solar Array,"Roof mount solar array. 17 modules, 1 inverter & 1 LG energy storage system. 6.21kWIncludes 2 inspections.","23359 LA COSTA CT, Auburn CA 95602",Finaled
2019-06-19,191514,Express Permit,Residential Solar Array,Roof Mounted Solar Array 6.67 kW with 23 modules for existing residence.This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"13965 GOLD COUNTRY DR, Penn Valley CA 95946",Finaled
2019-06-18,191495,Express Permit,Residential Solar Array,Roof mount solar array. 27 modules with micro-inverters. 9.450kWIncludes 2 inspections.,"11861 LAKE WILDWOOD DR, Penn Valley CA 95946",Finaled
2019-06-18,191500,Over the Counter Permit,Residential Solar Array,"Rof mount solar Pv system  on home, 5.1Kw 18 modules 300w with 7600w inverter and 5kW LG energy storage system.THIS PERMIT INCLUDES 2 INSPECTIONS.","15515 NORVIN WAY, Grass Valley CA 95949",Finaled
2019-06-17,191467,Over the Counter Permit,Residential Solar Array,"Roof mount solar Pv system on home, 10.08Kw 28 modules 360w with 10,080w inverter.THIS PERMIT INCLUDES 2 INSPECTIONS.","11486 MYRNA DR, Grass Valley CA 95945",Finaled
2019-06-17,191475,Over the Counter Permit,Residential Solar Array,"Roof mount solar pV system on home, 7.2Kw 20 modules 360w with micro-inverter. new 225amp sub-panel, 125amp sub-panel, (2) Tesla Powerwall 5Kw, 13.5Kwh.THIS PERMIT INCLUDES 2 INSPECTIONS.","10939 PEAR ORCHARD WAY, Nevada City CA 95959",Finaled
2019-06-17,191520,Express Permit,Residential Solar Array,"Install  a 10.06kW Solar PV System on a residential roof, 32 modules 315w with 7600w inverter. new 125amp sub-panelTHIS PERMIT INCLUDES 2 INSPECTIONS.","11746 INVERNESS WAY, Auburn CA 95602",Finaled
2019-06-14,191455,Over the Counter Permit,Residential Solar Array,Roof mount solar system. 40 (305w) modules with micro-inverters. Derating main of existing main service. Permit is good for 2 inspections,"11823 SKIPPER CT, Penn Valley CA 95946",Finaled
2019-06-14,191452,Full Review,Residential Solar Array,DIGITAL: INSTALL 11.4KW (AC) ROOF MOUNTED PV SOLAR SYSTEM INCLUDING (42) MODULES AND (1) INVERTER. ALSO DE-RATE MAIN BREAKER TO 175A.INCLUDES 2 INSPECTIONS.,"11762 SKYLARK COURT, Auburn CA 95602",Finaled
2019-06-14,191463,Full Review,Residential Solar Array,DIGITAL: Roof mounted solar array. 29 (hanwha 285w) solar panels with 1 inverter on detached garage with PV rating at 8.265KWIncludes 2 inspections.,"10940 CHINA COURT, Penn Valley CA 95946",Finaled
2019-06-13,191440,Over the Counter Permit,Residential Solar Array,"Roof mount solar PV system on home, 4.680Kw 13 AC modules 360w with micro-inverters.THIS PERMIT INCLUDES 2 INSPECTIONS.","15370 LAKEVIEW DR, Grass Valley CA 95945",Finaled
2019-06-13,191441,Over the Counter Permit,Residential Solar Array,Roof mount solar PV system on home 2.80Kw 8 Ac modules 350w with nicro-inverters.6/26/2019 Revision: 14Kw backup generator with 3/4in x 20ft. gasline and transfer switch.THIS PERMIT INCLUDES 2 INSPECTIONS.,"14181 ROLLINS PARK DR, Grass Valley CA 95945",Finaled
2019-06-13,191429,Express Permit,Residential Solar Array,DIGITALINSTALL 10.08KW DC ROOF MOUNT SOLAR SYSTEM WITH 28 SLG360M PV MODULES AND SOLAREDGE SE11400H-US 240VAC INVERTER AND 28 P-400 OPTMIZERS. DERATE MAIN PANEL TO 175AMPS.THIS PERMIT INCLUDES 2 INSPECTIONS.,"16795 ROUND VALLEY CIR, Grass Valley CA 95949",Finaled
2019-06-11,191406,Over the Counter Permit,Residential Solar Array,"Roof mount solar PV system on home, 7.6Kw 24 modules 360w with optimizers.THIS PERMIT INCLUDES 2 INSPECTIONS.","16973 NORLENE WAY, Grass Valley CA 95949",Finaled
2019-06-11,191412,Over the Counter Permit,Residential Solar Array,"Roof mount solar PV system on home, 3.27kW, 10 AC modules with micro-inverter.THIS PERMIT INCLUDES 2 INSPECTIONS.","15710 SADDLEBACK CT, Penn Valley CA 95946",Finaled
2019-06-10,191391,Over the Counter Permit,Residential Solar Array,"Roof mount solar PV system on home, 10.01Kw 26 modules 385w with micro-inverters, upgrade electrical service to 200 amps. THIS PERMIT INCLUDES 2 INSPECTIONS.","11726 TREE TOP CIR, Nevada City CA 95959",Finaled
2019-06-10,191399,Over the Counter Permit,Residential Solar Array,"Roof mount solar PV system on home, 5.280kW 16 MODULES 330w with 7600 inverters. Sewer Backflow Preventer Required per Nevada City Res. 2005-12.Written verification of installation and finalized City permit required to be onsite for building inspector at time of final inspection.THIS PERMIT INCLUDES 2 INSPECTIONS.","165 GROVE ST, Nevada City CA 95959",Finaled
2019-06-10,191392,Express Permit,Residential Solar Array,Roof mount solar array. 24 modules with micro-inverters. 8.88kWDe-rate main to 175 amps.Includes 2 inspections.,"18204 WILDFLOWER DR, Penn Valley CA 95946",Finaled
2019-06-07,191379,Express Permit,Residential Solar Array,"DIGITAL:ROOF TOP SOLAR INSTALL 10.25kW (36) MODULES 285w, (1) INVERTER 7600w.THIS PERMIT INCLUDES 2 INSPECTIONS.","16876 GEORGE WAY, Grass Valley CA 95949",Finaled
2019-06-06,191363,Express Permit,Residential Solar Array,Ground mount solar array. 36 modules with micro-inverters. 11.52kWIncludes 2 inspections.,"20250 RUMFORD CT, Grass Valley CA 95945",Finaled
2019-06-05,191341,Express Permit,Residential Solar Array,Roof mount solar array. 34 modules with micro-inverters. 10.37kWIncludes 2 inspections.,"22794 COTTAGE HILL DR, Grass Valley CA 95949",Finaled
2019-06-05,191348,Express Permit,Residential Solar Array,Roof overlay on residence with cool comp. Install roof mount solar array. 20 modules with 1 inverter. 7.6kWIncludes 2 inspections.,"10015 TOLLER RIDGE RD, NEVADA CITY CA 95959",Finaled
2019-06-05,191352,Express Permit,Residential Solar Array,Roof Mounted Solar Array 8.37 kW for existing residence. This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"18543 WILDFLOWER DR, Penn Valley CA 95946",Finaled
2019-06-05,191351,Over the Counter Permit,Residential Solar Array,"Roof mount solar PV system on home, 4.68Kw 360w with 6000w inverters.THIS PERMIT INCLUDES 2 INSPECTIONS.","12254 LAKESHORE SOUTH, Auburn CA 95602",Finaled
2019-06-05,191356,Full Review,Residential Solar Array,1/6/2020 Voided per Owner. SMInstallation of a 9.6kWDC ground-mounted solar array.,"11422 COLDWATER ROAD, Truckee CA 96161",Void
2019-06-04,191314,Over the Counter Permit,Residential Solar Array,"Roof mount solar PV system on home , 8.32Kw 26 modules 320w with 7600w inverters.THIS PERMIT INCLUDES 2 INSPECTIONS.","15781 ANNIE DR, Grass Valley CA 95949",Finaled
2019-06-04,191316,Over the Counter Permit,Residential Solar Array,"Roof mount solar Pv system on home,2.520Kw 7 AC modules 360w with micro-inverters.THIS PERMIT INCLUDES 2 INSPECTIONS.","10489 ROBIN AVE, Grass Valley CA 95945",Finaled
2019-06-04,191329,Express Permit,Residential Solar Array,Roof mount solar array. 17 modules with 1 inverter. 6.29kWVerify sewer backflow preventer.Includes 2 inspections.,"602 LONG ST, Nevada City CA 95959",Finaled
2019-06-04,191317,Full Review,Residential Solar Array,DIGITAL: 11.97kW residential roof mounted solar array. 38 modules with 1 inverter.Includes 2 inspections.,"18496 HUMMINGBIRD DR, Penn Valley CA 95946",Finaled
2019-06-04,191330,Full Review,Residential Solar Array,"DIGITAL:GROUNT MOUNT Solar PV 9.15 Kw, 30 modules with micro-inverters.Includes 2 inspections.","19606 PERIMETER ROAD, Grass Valley CA 95949",Finaled
2019-06-03,191303,Over the Counter Permit,Residential Solar Array,Roof mount solar array on existing conditioned R-3 studio / shop building.Includes 2 inspections.,"13975 RETRAC WAY, Grass Valley CA 95949",Finaled
2019-05-31,191279,Over the Counter Permit,Residential Solar Array,"Roof mount Pv System on home, 10.85Kw 31 modules with micro inverters. De-rate panel to 175amp.THIS PERMIT INCLUDES 2 INSPECTIONS.","11674 LAKE WILDWOOD DR, Penn Valley CA 95946",Finaled
2019-05-31,191284,Over the Counter Permit,Residential Solar Array,"Roof mount solar pV solar system on home, 7.625Kw 25 modules 305w with micro-inverters.THIS PERMIT INCLUDES 2 INSPECTIONS.","17814 WALLIS DR, Grass Valley CA 95949",Finaled
2019-05-31,191280,Express Permit,Residential Solar Array,Roof mount solar array. 35 modules with micro-inverters. 11.375 kWIncludes 2 inspections.,"15888 TIPPY WAY, Grass Valley CA 95949",Finaled
2019-05-31,191286,Full Review,Residential Solar Array,DIGITAL: Roof mounted solar array. 12(Hanwha 285W Q-CELL) solar modules with PV rating at 3.420KW.  1 inverter.Includes 2 inspections.,"18820 LODESTONE COURT, Penn Valley CA 95946",Finaled
2019-05-30,191268,Express Permit,Residential Solar Array,Roof mount solar array. 9 modules with micro-inverters. 3.240kWIncludes 2 inspections.,"356 ALEXANDER ST, Nevada City CA 95959",Finaled
2019-05-30,191275,Full Review,Residential Solar Array,DIGITAL: Roof mounted solar array.  18 (Hanwha Q-Cell 285W) solar panels w/ PV rating at 5.130KW.  1 INVERTER.THIS PERMIT INCLUDES 2 INSPECTIONS.,"11280 WILD TURKEY LANE, Smartsville CA 95977",Finaled
2019-05-29,191254,Over the Counter Permit,Residential Solar Array,"Roof mount solar Pv system on home, 12.24Kw 34 AC modules with micro-inverters.THIS PERMIT INCLUDES 2 INSPECTIONS.","23400 ROLLING HILLS CT, Auburn CA 95602",Finaled
2019-05-29,191258,Over the Counter Permit,Residential Solar Array,"Roof mount solar PV system on home, 7.92Kw 24 modules 330w with 11,400w inverter.THIS PERMIT INCLUDES 2 INSPECTIONS.","18825 MEADOWLARK CT, Penn Valley CA 95946",Finaled
2019-05-29,191256,Full Review,Residential Solar Array,DIGITAL: Roof Mounted PV solar system 8.19 KW26 modules with 1 inverter.Includes 2 inspections.,"16068 MACKINAW WAY, Grass Valley CA 95949",Finaled
2019-05-28,191240,Over the Counter Permit,Residential Solar Array,"Roof mount solar PV sysrem on home, 5.32Kw 15 modules 355w with micro-inverters.THIS PERMIT INCLUDES 2 INSPECTIONS.","13459 GRAND OAKS PL, Grass Valley CA 95949",Finaled
2019-05-28,191232,Express Permit,Residential Solar Array,Roof mount solar array. 40 modules with 1 inverter. 12.4kWIncludes 2 inspections.,"18007 JAYHAWK DR, Penn Valley CA 95946",Finaled
2019-05-28,191233,Express Permit,Residential Solar Array,Roof Mounted Solar Array 7.32 kW for existing residence with 24 modules and 1 -7600 watt inverterThis permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"11875 PADDOCK LANE, Grass Valley CA 95949",Finaled
2019-05-28,191244,Full Review,Residential Solar Array,"DIGITAL:Roof mount solar PV system on home, 8.64Kw 24 roof mounted (LG 360W) solar modules with 6000w inverter.THIS PERMIT INCLUDES 2 INSPECTIONS.","13288 BANNER LAVA CAP ROAD, Nevada City CA 95959",Void
2019-05-24,191219,Express Permit,Residential Solar Array,Roof mount solar array. 18 modules with micro-inverters. 5.850 kWIncludes 2 inspections.,"14834 NUGGET LANE, Rough And Ready CA 95975",Finaled
2019-05-23,191204,Express Permit,Residential Solar Array,Roof mount solar array. 25 modules with 1 inverter. 7.5kWIncludes 2 inspections.,"10107 PARK VIEW LANE, Penn Valley CA 95946",Finaled
2019-05-23,191192,Full Review,Residential Solar Array,DIGITAL: Solar Pv 4.725 KW. 15 modules with micro-inverters. 4 ft. max spacing of the mounts.Includes 2 inspections.,"13310 WOODLAKE ROAD, Grass Valley CA 95949",Finaled
2019-05-23,191193,Full Review,Residential Solar Array,"DIGITAL: Ground mount solar array, 37 solar panels with 1 inverter. PV rating at 10.545KW. INSTALLER TO PROVIDE BOUNDARY LINE VERIFICATION FOR SOUTHERN PROPERTY LINE UPON FIRST INSPECTION.Includes 2 inspections.","12224 APPALOOSA CT, Grass Valley CA 95949",Finaled
2019-05-23,191197,Full Review,Residential Solar Array,51 roof mounted solar panels with 1 inverter. PV rating at 14.535 kWIncludes 2 inspections.,"10645 OAK SPRINGS ROAD, Penn Valley CA 95946",Finaled
2019-05-22,191183,Over the Counter Permit,Residential Solar Array,"adding Roof mount solar PV system on home to existing array, 1.962Kw 6 modules 327w with optimizers. 5.559 total Kw.THIS PERMIT INCLUDES 2 INSPECTIONS.","11179 ALPINE LANE, Grass Valley CA 95945",Finaled
2019-05-22,191184,Over the Counter Permit,Residential Solar Array,"Roof mount solar PV system on home, 9.40Kw 28 modules 330w with 7600w inverter.THIS PERMIT INCLUDES 2 INSPECTIONS.","11623 LAKE WILDWOOD DR, Penn Valley CA 95946",Finaled
2019-05-22,191185,Over the Counter Permit,Residential Solar Array,"Roof mount solar PV system on home, 6.120Kw 17 AC modules 360w with micro-inverters.200amp main panel changeout, 125amp sub-panel changeout.THIS PERMIT INCLUDES 2 INSPECTIONS.","16193 HILAIRE ROAD, Rough And Ready CA 95975",Finaled
2019-05-21,191163,Over the Counter Permit,Residential Solar Array,Roof mount solar PV system on home 10.07Kw 33 modules with 9k inverter.De-rate 200amp panel to 175amps.THIS PERMIT INCLUDES 2 INSPECTIONS.,"13763 MICA CT, Penn Valley CA 95946",Finaled
2019-05-20,191145,Express Permit,Residential Solar Array,6/25/19 Voided. See Permit 190759. SMGround mount detached solar array/Panels with battery backup for off-grid power supply to as-built house.,"17373 REFUGE ROAD, Nevada City CA 95959",Void
2019-05-20,191155,Express Permit,Residential Solar Array,Roof mount solar array. 15 modules with micro-inverters. 5.40kW. Line side tap.Includes 2 inspections.,"10700 ATOLIA ROAD, Nevada City CA 95959",Finaled
2019-05-17,191131,Full Review,Residential Solar Array,"DIGITAL: Residential roof mount PV solar install, 11.20 kW35 modules with 1 inverter.Incudes 2 inspections.","11786 LAKESHORE NORTH, Auburn CA 95602",Finaled
2019-05-16,191113,Express Permit,Residential Solar Array,Add 6 panels 2.22kW to existing solar array for total of 8.76 kW for existing residence. Derated main service to 100 amp.This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"13207 FERN CT, Grass Valley CA 95945",Finaled
2019-05-16,191114,Express Permit,Residential Solar Array,"Add 12 modules with micro-inverters to existing array on a detached garage. 4.32kW7/18/2019 Revision: add 2 additional modules, de-rate main to 175amps, total 5.04Kw.Includes 2 inspections.","17849 LAWRENCE WAY, Grass Valley CA 95949",Finaled
2019-05-16,191117,Express Permit,Residential Solar Array,Roof mount solar array. 16 modules with micro-inverters & 1 Tesla Powerwall battery. 5.76kWIncludes 2 inspections.,"13044 TORREY PINES DR, Auburn CA 95602",Finaled
2019-05-15,191106,Express Permit,Residential Solar Array,Roof mount solar array. 18 modules with micro-inverters. 6.480 kWIncludes 2 inspections.,"14370 GOCHINE DR, Nevada City CA 95959",Finaled
2019-05-15,191099,Over the Counter Permit,Residential Solar Array,"Roof mount solar PV array on home, 8.64Kw 27 modules 320w with 10,000w inverter.Upgrade solar provisional 200amp panel. Demo as-built pool & deck.THIS PERMIT INCLUDES 2 INSPECTIONS.","12126 MAGNOLIA ROAD, Grass Valley CA 95949",Finaled
2019-05-15,191105,Over the Counter Permit,Residential Solar Array,"Roof mount solar aray on home, 6.71Kw 22 modules 305w with micro-inverters.THIS PERMIT INCLUDES 2 INSPECTIONS.","17109 GENEVA CT, Grass Valley CA 95949",Finaled
2019-05-14,191087,Over the Counter Permit,Residential Solar Array,"Roof mount solar PV system on home, 8.7Kw 28 modules with 7600w inverter.THIS PERMIT INCLUDES 2 INSPECTIONS.","24892 ORO VALLEY ROAD, Auburn CA 95602",Finaled
2019-05-14,191090,Express Permit,Residential Solar Array,Roof mount solar array. 30 modules with 1 inverter. 7.6kWIncludes 2 inspections.,"13535 NORTH KEYSTONE CT, Penn Valley CA 95946",Expired
2019-05-13,191079,Express Permit,Residential Solar Array,Roof Mounted Solar Array 5.04kW for existing residence.  14 modules with micro-invertersThis permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"12705 BIG BLUE ROAD, Nevada City CA 95959",Finaled
2019-05-13,191080,Express Permit,Residential Solar Array,Roof Mounted Solar Array 6.48kW for existing residence. 18 modules with micro-inverters. Line side tap. This permit includes up to 2 inspections. Additional inspection to be paid at current rate. Final inspection required.,"13640 FOREST PARK CIR, Penn Valley CA 95946",Finaled
2019-05-13,191070,Full Review,Residential Solar Array,DIGITAL Roof Mount Solar PV 4.27 KW. 14 modules with 1 inverter.Includes 2 inspections.,"13382 THISTLE LOOP, Penn Valley CA 95946",Finaled
2019-05-13,191072,Full Review,Residential Solar Array,"DIGITAL:Adding to existing Solar PV Roof Mount, new  4.27 KW 14 modules 305w with 3800w inverter attached to garage.THIS PERMIT INCLUDES 2 INSPECTIONS.","11466 INVERNESS WAY, Auburn CA 95602",Finaled
2019-05-13,191118,Full Review,Residential Solar Array,DIGITAL: 10.23 kw roof mounted solar. 33 mission mission energy 310watt panels. 2 sunnyboy 6.0 inverters.Includes 2 inspections.,"19890 PERIMETER ROAD, Grass Valley CA 95949",Finaled
2019-05-10,191064,Over the Counter Permit,Residential Solar Array,"Roof mount solar pV system on home, 8.25Kw 27 modules 305w with micro-inverters.THIS PERMIT INCLUDES 2 INSPECTIONS.","11252 CANYON VIEW CT, Penn Valley CA 95946",Finaled
2019-05-09,191042,Over the Counter Permit,Residential Solar Array,"Roof mount solar PV system on home, 2.520Kw 7 AC modules 360w with micro-inverters.THIS PERMIT INCLUDES 2 INSPECTIONS.","548 WEST BROAD ST, Nevada City CA 95959",Finaled
2019-05-09,191032,Express Permit,Residential Solar Array,DIGITAL: Roof Mount Top Solar. 5.51KW. 19 Modules. 1 InverterTHIS PERMIT INCLUDES 2 INSPECTIONS.,"15223 CARRIE DR, Grass Valley CA 95949",Finaled
2019-05-08,191018,Express Permit,Residential Solar Array,"DIGITAL: Roof Top Solar array on home. 13.63KW 47 Modules 2 Inverters 3800w,7600w. Energy Storage System. New 100amp load center. Lg 5Kw energy storage system.Revision: 9/26/19 Install new 200 amp main service panel.THIS PERMIT INCLUDES 2 INSPECTIONS.","24512 CAMELIA WAY, Auburn CA 95602",Finaled
2019-05-08,191028,Express Permit,Residential Solar Array,Roof Mounted Solar Array 10.37 kW on existing residence. (34) modules with micro-inverters. This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"19836 WILDWOOD WEST DR, Penn Valley CA 95946",Finaled
2019-05-08,191019,Full Review,Residential Solar Array,Digital: Roof mounted Solar Array with 40 (Hanwha Q-Cell) solar modules with PV rating at 11.400KW for existing residence. This permit includes up to 2 inspections. Additional inspections to be paid at current rate. Final inspection required.,"18858 LODESTONE COURT, Penn Valley CA 95946",Expired
2019-05-07,191010,Full Review,Residential Solar Array,DIGITAL: Roof Mounted PV Solar System 5.67 KW18 modules with one inverter.Inspector to verify the structure on the right side of the driveway as you approach the residence has been removed.Includes 2 inspections.,"18410 INDIAN SPRINGS ROAD, Penn Valley CA 95946",Finaled
2019-05-06,191008,Over the Counter Permit,Residential Solar Array,"Roof mount solar Pv system on detached garage, 7.920Kw 22 Ac modules 360 with micro-inverters. Inspector to verify no pool installed.THIS PERMIT INCLUDES 2 INSPECTIONS.","14265 ROLLINS PARK DR, Grass Valley CA 95945",Finaled
2019-05-06,191006,Full Review,Residential Solar Array,DIGITAL: Install 7.25kW Residential roof top mounted solar. 23modules with 1 inverter. Includes 2 inspections.,"21667 CASCADE CROSSING ROAD, Grass Valley CA 95949",Finaled
2019-05-06,191009,Full Review,Residential Solar Array,Install new 2.88kW ground mount AC PV system(8) SunPower 360w modules with integrated micro-invertersIncludes 2 inspections,"16891 LIVELY WOOD LANE, Rough And Ready CA 95975",Finaled
2019-05-03,190985,Express Permit,Residential Solar Array,Roof mount solar array with 2 Tesla powerwall batteries. 36 modules with micro-inverters. 22.960kW.Includes 2 inspections.,"23408 ROLLING HILLS CT, Auburn CA 95602",Finaled
2019-05-03,190994,Full Review,Residential Solar Array,Solar array with a ground mount shade structure. 365 sf.20 modules with micro-inverters. 6.6kWIncludes inspections.,"15568 KESON PL, Grass Valley CA 95949",Finaled
